Gene stable ID	UniProtKB/Swiss-Prot ID
ENSMUSG00000041817	Q5XG69
ENSMUSG00000032301	Q9R1P0
ENSMUSG00000032301	
ENSMUSG00000021131	P84089
ENSMUSG00000021131	
ENSMUSG00000026463	Q6Q477
ENSMUSG00000047507	
ENSMUSG00000044820	
ENSMUSG00000032375	Q8C7N7
ENSMUSG00000026463	
ENSMUSG00000011831	
ENSMUSG00000028557	Q9QYK7
ENSMUSG00000032375	
ENSMUSG00000028557	
ENSMUSG00000024217	Q62241
ENSMUSG00000037913	
ENSMUSG00000024217	
ENSMUSG00000008668	
ENSMUSG00000074194	
ENSMUSG00000008668	P62270
ENSMUSG00000110404	
ENSMUSG00000025077	
ENSMUSG00000038415	O70220
ENSMUSG00000062687	
ENSMUSG00000063447	Q6ZWY6
ENSMUSG00000021608	Q3TFD2
ENSMUSG00000051952	
ENSMUSG00000032316	O35492
ENSMUSG00000032316	
ENSMUSG00000053414	O88866
ENSMUSG00000053414	
ENSMUSG00000057969	
ENSMUSG00000021608	
ENSMUSG00000050702	
ENSMUSG00000060743	P84244
ENSMUSG00000060743	
ENSMUSG00000072419	Q9CWH0
ENSMUSG00000021666	
ENSMUSG00000032898	Q8VDH1
ENSMUSG00000047992	Q8BQT2
ENSMUSG00000047992	
ENSMUSG00000006435	Q923S6
ENSMUSG00000006435	
ENSMUSG00000032898	
ENSMUSG00000110573	
ENSMUSG00000054191	
ENSMUSG00000004846	Q9R0E1
ENSMUSG00000040276	Q61644
ENSMUSG00000005883	Q9WTK8
ENSMUSG00000035765	
ENSMUSG00000004846	
ENSMUSG00000059540	Q9QVN7
ENSMUSG00000005198	P08775
ENSMUSG00000059540	
ENSMUSG00000035765	Q8CHY3
ENSMUSG00000005198	
ENSMUSG00000022652	Q9WVL5
ENSMUSG00000040276	
ENSMUSG00000047085	
ENSMUSG00000022787	
ENSMUSG00000042246	Q8C428
ENSMUSG00000047085	P0C192
ENSMUSG00000037605	Q80TS3
ENSMUSG00000022787	Q9DB94
ENSMUSG00000033653	Q0P5W1
ENSMUSG00000021732	O35565
ENSMUSG00000117338	
ENSMUSG00000033066	
ENSMUSG00000027652	
ENSMUSG00000042540	Q6Q2Z6
ENSMUSG00000046345	Q8CEZ1
ENSMUSG00000042540	
ENSMUSG00000024218	Q99JX1
ENSMUSG00000021694	
ENSMUSG00000059518	
ENSMUSG00000024218	
ENSMUSG00000059518	Q8R331
ENSMUSG00000020907	P34057
ENSMUSG00000014074	Q80XJ2
ENSMUSG00000014074	
ENSMUSG00000021715	Q3TKY6
ENSMUSG00000030775	
ENSMUSG00000021715	
ENSMUSG00000033653	
ENSMUSG00000049928	
ENSMUSG00000063895	Q8R332
ENSMUSG00000032562	P08752
ENSMUSG00000021716	Q4V9W2
ENSMUSG00000068015	P62046
ENSMUSG00000022032	Q8K299
ENSMUSG00000049928	Q5IXF8
ENSMUSG00000015568	P11152
ENSMUSG00000039512	
ENSMUSG00000021666	Q8R2Q4
ENSMUSG00000021694	Q8CFD5
ENSMUSG00000068015	
ENSMUSG00000032562	
ENSMUSG00000117781	
ENSMUSG00000022978	Q9CZJ6
ENSMUSG00000108596	
ENSMUSG00000022442	Q91V51
ENSMUSG00000046618	Q8BHP7
ENSMUSG00000022528	P35428
ENSMUSG00000022442	
ENSMUSG00000024215	Q9WTP3
ENSMUSG00000053040	Q9DCZ9
ENSMUSG00000053040	
ENSMUSG00000031410	
ENSMUSG00000024215	
ENSMUSG00000017002	P97430
ENSMUSG00000017002	
ENSMUSG00000039956	
ENSMUSG00000003812	P56542
ENSMUSG00000003812	
ENSMUSG00000039956	Q9D159
ENSMUSG00000031889	Q922R1
ENSMUSG00000022793	Q9JJ04
ENSMUSG00000038011	
ENSMUSG00000022793	
ENSMUSG00000114797	Q8R332
ENSMUSG00000078880	
ENSMUSG00000036943	P61028
ENSMUSG00000000532	Q61271
ENSMUSG00000025078	Q8BZW8
ENSMUSG00000025078	
ENSMUSG00000052146	P63325
ENSMUSG00000017724	
ENSMUSG00000078878	
ENSMUSG00000052146	
ENSMUSG00000031889	
ENSMUSG00000037062	Q9JK48
ENSMUSG00000078879	
ENSMUSG00000032320	
ENSMUSG00000022650	
ENSMUSG00000042821	Q02085
ENSMUSG00000035283	P34971
ENSMUSG00000069920	Q8VI16
ENSMUSG00000053617	O89032
ENSMUSG00000032320	Q8BP92
ENSMUSG00000069920	
ENSMUSG00000053617	
ENSMUSG00000093954	
ENSMUSG00000093954	Q920G8
ENSMUSG00000023176	Q9DBB9
ENSMUSG00000078877	
ENSMUSG00000037062	
ENSMUSG00000078876	
ENSMUSG00000053693	Q9R1L5
ENSMUSG00000070877	
ENSMUSG00000060491	Q9CPZ3
ENSMUSG00000049436	Q9Z2C6
ENSMUSG00000053693	
ENSMUSG00000036781	Q6ZWY3
ENSMUSG00000021983	P98200
ENSMUSG00000098773	Q8BI41
ENSMUSG00000036781	
ENSMUSG00000074527	
ENSMUSG00000021983	
ENSMUSG00000032661	Q8VI93
ENSMUSG00000032661	
ENSMUSG00000024213	Q9JI46
ENSMUSG00000024213	
ENSMUSG00000032322	
ENSMUSG00000032370	
ENSMUSG00000032370	Q9EP89
ENSMUSG00000095463	Q9DBT4
ENSMUSG00000095463	
ENSMUSG00000037428	Q0VGU4
ENSMUSG00000017724	P28322
ENSMUSG00000042647	
ENSMUSG00000026220	Q8K1C7
ENSMUSG00000026220	
ENSMUSG00000037428	
ENSMUSG00000021590	
ENSMUSG00000078875	
ENSMUSG00000022798	A6X8Z9
ENSMUSG00000001166	Q924S2
ENSMUSG00000021590	Q9D9R3
ENSMUSG00000001166	
ENSMUSG00000078872	
ENSMUSG00000038704	Q9DCQ2
ENSMUSG00000038704	
ENSMUSG00000066867	
ENSMUSG00000024177	
ENSMUSG00000056692	Q3TT38
ENSMUSG00000037279	Q8CIV7
ENSMUSG00000078870	
ENSMUSG00000054920	
ENSMUSG00000056692	
ENSMUSG00000037705	O08523
ENSMUSG00000022790	
ENSMUSG00000078869	
ENSMUSG00000036510	
ENSMUSG00000029135	P47930
ENSMUSG00000022790	P0C673
ENSMUSG00000078868	
ENSMUSG00000024177	Q9WV84
ENSMUSG00000039929	
ENSMUSG00000036510	P97291
ENSMUSG00000078867	
ENSMUSG00000033327	
ENSMUSG00000038806	Q8K1J5
ENSMUSG00000038402	O54743
ENSMUSG00000021696	Q9D2Y9
ENSMUSG00000024646	P56395
ENSMUSG00000004849	P61967
ENSMUSG00000021696	
ENSMUSG00000024646	
ENSMUSG00000004849	
ENSMUSG00000061100	Q9EP95
ENSMUSG00000061100	
ENSMUSG00000050295	Q61572
ENSMUSG00000022651	Q8K426
ENSMUSG00000001416	P80318
ENSMUSG00000074030	Q6PGF7
ENSMUSG00000066652	P57785
ENSMUSG00000035258	
ENSMUSG00000010064	Q9DCP2
ENSMUSG00000090213	Q99LQ7
ENSMUSG00000037411	
ENSMUSG00000031986	G3X912
ENSMUSG00000001416	
ENSMUSG00000034116	
ENSMUSG00000001493	P32442
ENSMUSG00000033282	Q8CG73
ENSMUSG00000031987	Q91YE3
ENSMUSG00000034116	P27870
ENSMUSG00000033282	
ENSMUSG00000043279	
ENSMUSG00000021609	Q61327
ENSMUSG00000078923	Q9CZY3
ENSMUSG00000010064	
ENSMUSG00000078923	
ENSMUSG00000032324	Q9QY33
ENSMUSG00000032324	
ENSMUSG00000023186	Q99KC8
ENSMUSG00000026520	Q922Q4
ENSMUSG00000023186	
ENSMUSG00000062997	Q6ZWV7
ENSMUSG00000056501	P28033
ENSMUSG00000030786	
ENSMUSG00000089739	
ENSMUSG00000089844	
ENSMUSG00000109238	
ENSMUSG00000026755	Q9D898
ENSMUSG00000026755	
ENSMUSG00000052477	
ENSMUSG00000034837	P20612
ENSMUSG00000001494	Q99P68
ENSMUSG00000024121	P63082
ENSMUSG00000047843	
ENSMUSG00000035295	Q9D994
ENSMUSG00000054662	P86044
ENSMUSG00000047843	P28662
ENSMUSG00000024121	
ENSMUSG00000058997	Q8CC88
ENSMUSG00000109372	
ENSMUSG00000034837	
ENSMUSG00000032228	Q61286
ENSMUSG00000003518	
ENSMUSG00000038859	Q9DBJ3
ENSMUSG00000025880	O35253
ENSMUSG00000025453	
ENSMUSG00000025880	
ENSMUSG00000003518	Q9D7X3
ENSMUSG00000032228	
ENSMUSG00000039457	
ENSMUSG00000028617	Q8R2U7
ENSMUSG00000024219	P59672
ENSMUSG00000053774	
ENSMUSG00000028617	
ENSMUSG00000053774	Q6P5G6
ENSMUSG00000039903	
ENSMUSG00000010841	
ENSMUSG00000097886	
ENSMUSG00000116207	
ENSMUSG00000024219	
ENSMUSG00000039903	P58659
ENSMUSG00000010841	Q9DAN9
ENSMUSG00000027398	P10749
ENSMUSG00000055976	Q9D7D7
ENSMUSG00000038793	Q64280
ENSMUSG00000058354	P50446
ENSMUSG00000055976	
ENSMUSG00000066438	B2RPU2
ENSMUSG00000033182	Q9D618
ENSMUSG00000033182	
ENSMUSG00000066438	
ENSMUSG00000007908	Q8JZS7
ENSMUSG00000052928	
ENSMUSG00000037979	Q8VDN4
ENSMUSG00000007908	
ENSMUSG00000037979	
ENSMUSG00000002944	Q08857
ENSMUSG00000037390	
ENSMUSG00000031411	
ENSMUSG00000061232	
ENSMUSG00000032179	P49003
ENSMUSG00000056820	Q9QZE7
ENSMUSG00000056820	
ENSMUSG00000118522	
ENSMUSG00000022801	Q8BVU0
ENSMUSG00000042694	Q8K2X3
ENSMUSG00000022801	
ENSMUSG00000042694	
ENSMUSG00000027509	Q8C570
ENSMUSG00000061232	P01901
ENSMUSG00000028551	Q60772
ENSMUSG00000027509	
ENSMUSG00000002944	
ENSMUSG00000031712	P48346
ENSMUSG00000018776	Q5F297
ENSMUSG00000018776	
ENSMUSG00000004865	O70551
ENSMUSG00000079625	
ENSMUSG00000004865	
ENSMUSG00000079215	
ENSMUSG00000034684	O88632
ENSMUSG00000031712	
ENSMUSG00000034361	P59108
ENSMUSG00000031887	Q3U0V2
ENSMUSG00000034684	
ENSMUSG00000022802	Q8BMN4
ENSMUSG00000022972	Q8BL95
ENSMUSG00000035173	Q8C9S4
ENSMUSG00000031887	
ENSMUSG00000034361	
ENSMUSG00000052316	Q80X72
ENSMUSG00000033044	Q8CHS7
ENSMUSG00000022972	
ENSMUSG00000060992	
ENSMUSG00000035173	
ENSMUSG00000047953	
ENSMUSG00000004730	Q61549
ENSMUSG00000004730	
ENSMUSG00000035578	Q80W32
ENSMUSG00000040649	Q80WS1
ENSMUSG00000023025	
ENSMUSG00000060992	P61924
ENSMUSG00000059456	Q9QVP9
ENSMUSG00000044646	Q8VCZ7
ENSMUSG00000094840	
ENSMUSG00000059456	
ENSMUSG00000040649	
ENSMUSG00000000531	Q9JJA9
ENSMUSG00000061039	
ENSMUSG00000090655	
ENSMUSG00000021697	Q8BH88
ENSMUSG00000047798	Q6SJQ7
ENSMUSG00000021697	
ENSMUSG00000023328	
ENSMUSG00000047798	
ENSMUSG00000029359	Q9JKL5
ENSMUSG00000029359	
ENSMUSG00000044217	Q9WTY4
ENSMUSG00000023328	P21836
ENSMUSG00000044217	
ENSMUSG00000060636	O55142
ENSMUSG00000049926	
ENSMUSG00000051502	Q9CZP0
ENSMUSG00000051502	
ENSMUSG00000059991	O70340
ENSMUSG00000043051	Q811T9
ENSMUSG00000060377	
ENSMUSG00000043051	
ENSMUSG00000021708	
ENSMUSG00000022096	Q61645
ENSMUSG00000037962	Q7TS73
ENSMUSG00000022096	
ENSMUSG00000038048	Q0V8T7
ENSMUSG00000029575	Q9D273
ENSMUSG00000063234	
ENSMUSG00000029575	
ENSMUSG00000020732	
ENSMUSG00000045211	Q3U2V3
ENSMUSG00000045211	
ENSMUSG00000031711	Q922H9
ENSMUSG00000031711	
ENSMUSG00000043388	Q6NXM3
ENSMUSG00000074264	P00687
ENSMUSG00000051682	Q3LRV9
ENSMUSG00000074264	
ENSMUSG00000034959	
ENSMUSG00000029414	Q8C3Y4
ENSMUSG00000051682	
ENSMUSG00000029414	
ENSMUSG00000025665	
ENSMUSG00000017664	
ENSMUSG00000038312	Q8BJT9
ENSMUSG00000033174	O35678
ENSMUSG00000031696	Q9EQH3
ENSMUSG00000024227	
ENSMUSG00000031902	
ENSMUSG00000033174	
ENSMUSG00000043190	Q8K2P6
ENSMUSG00000047747	Q5DTZ6
ENSMUSG00000031697	
ENSMUSG00000062961	Q3UHB8
ENSMUSG00000024325	O35730
ENSMUSG00000073418	P01029
ENSMUSG00000073418	
ENSMUSG00000084128	Q8K0G8
ENSMUSG00000022973	
ENSMUSG00000024228	Q9DCN1
ENSMUSG00000084128	
ENSMUSG00000074305	
ENSMUSG00000001418	Q9JHJ3
ENSMUSG00000074305	Q69Z38
ENSMUSG00000058252	
ENSMUSG00000001418	
ENSMUSG00000044405	Q8R400
ENSMUSG00000059474	Q6P5G3
ENSMUSG00000044405	
ENSMUSG00000058558	P47962
ENSMUSG00000059383	Q6SJE0
ENSMUSG00000058558	
ENSMUSG00000045502	Q9EP66
ENSMUSG00000001420	Q9D709
ENSMUSG00000074625	
ENSMUSG00000059412	
ENSMUSG00000074625	E9Q6X9
ENSMUSG00000001420	
ENSMUSG00000024393	Q7TSC1
ENSMUSG00000024393	
ENSMUSG00000032026	Q9D8S4
ENSMUSG00000029270	Q9D6I7
ENSMUSG00000029270	
ENSMUSG00000032127	Q91W86
ENSMUSG00000032026	
ENSMUSG00000051503	
ENSMUSG00000032127	
ENSMUSG00000043911	
ENSMUSG00000059412	Q04646
ENSMUSG00000022974	P58501
ENSMUSG00000078866	
ENSMUSG00000027981	
ENSMUSG00000059474	
ENSMUSG00000045509	Q8BL07
ENSMUSG00000021133	
ENSMUSG00000094786	
ENSMUSG00000021133	Q8BGE4
ENSMUSG00000061080	
ENSMUSG00000027981	Q3UZ01
ENSMUSG00000022974	
ENSMUSG00000039781	
ENSMUSG00000061080	Q8BLK3
ENSMUSG00000078865	
ENSMUSG00000039781	Q62036
ENSMUSG00000044122	
ENSMUSG00000042328	Q99KG7
ENSMUSG00000032867	Q8BIA4
ENSMUSG00000044122	B0QZF7
ENSMUSG00000032360	P58308
ENSMUSG00000033186	Q8BUR9
ENSMUSG00000033186	
ENSMUSG00000025538	Q8BPG6
ENSMUSG00000025538	
ENSMUSG00000029505	Q8CHI8
ENSMUSG00000031709	Q3UYK3
ENSMUSG00000078864	
ENSMUSG00000021997	
ENSMUSG00000095362	
ENSMUSG00000029505	
ENSMUSG00000046607	P62816
ENSMUSG00000048915	O08543
ENSMUSG00000028777	Q3V3I2
ENSMUSG00000095909	
ENSMUSG00000074529	
ENSMUSG00000020904	Q5F201
ENSMUSG00000025537	P07934
ENSMUSG00000025537	
ENSMUSG00000074521	
ENSMUSG00000032358	Q0VBM2
ENSMUSG00000027611	Q64695
ENSMUSG00000034173	
ENSMUSG00000027611	
ENSMUSG00000021569	Q3UA06
ENSMUSG00000042396	
ENSMUSG00000021569	
ENSMUSG00000044798	
ENSMUSG00000042396	Q9CQT2
ENSMUSG00000022033	Q9JJ78
ENSMUSG00000073422	
ENSMUSG00000070493	Q9D1L0
ENSMUSG00000020905	Q8BUM9
ENSMUSG00000022033	
ENSMUSG00000020905	
ENSMUSG00000078862	
ENSMUSG00000016995	
ENSMUSG00000073422	P50171
ENSMUSG00000017664	Q8VCX2
ENSMUSG00000074519	
ENSMUSG00000027643	P16043
ENSMUSG00000078861	
ENSMUSG00000063019	
ENSMUSG00000022533	Q5XF89
ENSMUSG00000023965	Q9QZN1
ENSMUSG00000022533	
ENSMUSG00000074832	
ENSMUSG00000017007	O08674
ENSMUSG00000023965	
ENSMUSG00000022940	
ENSMUSG00000000346	Q9DCP9
ENSMUSG00000032580	Q91YE7
ENSMUSG00000063172	Q9D6H2
ENSMUSG00000027612	Q9R0S2
ENSMUSG00000019647	O35464
ENSMUSG00000074649	
ENSMUSG00000032357	
ENSMUSG00000024397	O70200
ENSMUSG00000024327	Q31125
ENSMUSG00000058761	E9Q7F2
ENSMUSG00000036196	
ENSMUSG00000022940	Q9JHG1
ENSMUSG00000061589	
ENSMUSG00000064061	
ENSMUSG00000064061	Q7TPV2
ENSMUSG00000022070	Q8BS90
ENSMUSG00000019647	
ENSMUSG00000022070	
ENSMUSG00000024327	
ENSMUSG00000024397	
ENSMUSG00000042293	Q91VN2
ENSMUSG00000030002	Q6NXK5
ENSMUSG00000030002	
ENSMUSG00000041577	Q9JK53
ENSMUSG00000036196	Q8R0C3
ENSMUSG00000000127	
ENSMUSG00000000197	
ENSMUSG00000010311	
ENSMUSG00000024180	
ENSMUSG00000021448	
ENSMUSG00000052712	Q99KU6
ENSMUSG00000021448	Q61120
ENSMUSG00000024180	Q9ESN3
ENSMUSG00000023034	P12813
ENSMUSG00000001995	
ENSMUSG00000023034	
ENSMUSG00000027210	P97367
ENSMUSG00000001995	Q80TE4
ENSMUSG00000079110	Q64691
ENSMUSG00000043727	
ENSMUSG00000022881	Q99J62
ENSMUSG00000032297	
ENSMUSG00000079110	
ENSMUSG00000022881	
ENSMUSG00000052712	
ENSMUSG00000050271	Q571I4
ENSMUSG00000001415	Q6ZPY2
ENSMUSG00000049241	
ENSMUSG00000032087	
ENSMUSG00000029456	Q8K370
ENSMUSG00000057614	B2RSH2
ENSMUSG00000001415	
ENSMUSG00000004661	
ENSMUSG00000024563	Q62432
ENSMUSG00000006273	P62814
ENSMUSG00000116461	
ENSMUSG00000032580	
ENSMUSG00000024563	
ENSMUSG00000021592	Q9D2L1
ENSMUSG00000062646	
ENSMUSG00000032271	O55239
ENSMUSG00000032271	
ENSMUSG00000021592	
ENSMUSG00000004661	Q9Z1N7
ENSMUSG00000030116	
ENSMUSG00000033313	Q8CIG9
ENSMUSG00000030001	O55208
ENSMUSG00000023106	Q9CQJ6
ENSMUSG00000033313	
ENSMUSG00000032297	Q7TN33
ENSMUSG00000023106	
ENSMUSG00000078937	Q924X2
ENSMUSG00000078937	
ENSMUSG00000015120	P63280
ENSMUSG00000061882	E9PVD1
ENSMUSG00000029605	
ENSMUSG00000066687	
ENSMUSG00000073412	
ENSMUSG00000024181	Q9D1B9
ENSMUSG00000105875	
ENSMUSG00000024181	
ENSMUSG00000015120	
ENSMUSG00000000127	P70451
ENSMUSG00000024399	P41155
ENSMUSG00000024399	
ENSMUSG00000027210	
ENSMUSG00000050930	Q8BJS7
ENSMUSG00000014075	Q9CQ66
ENSMUSG00000014075	
ENSMUSG00000022617	O55229
ENSMUSG00000022617	
ENSMUSG00000024401	P06804
ENSMUSG00000024401	
ENSMUSG00000030116	Q9QZJ6
ENSMUSG00000032269	
ENSMUSG00000024402	P09225
ENSMUSG00000037771	O35633
ENSMUSG00000053765	
ENSMUSG00000032850	Q3UF64
ENSMUSG00000095789	Q497P3
ENSMUSG00000117406	Q9R1A3
ENSMUSG00000043144	
ENSMUSG00000117406	
ENSMUSG00000024083	Q80U04
ENSMUSG00000024365	
ENSMUSG00000043144	Q8C4A0
ENSMUSG00000032850	
ENSMUSG00000027510	Q62176
ENSMUSG00000039633	D3YY23
ENSMUSG00000039633	
ENSMUSG00000056399	
ENSMUSG00000039492	Q3V036
ENSMUSG00000027510	
ENSMUSG00000062248	P56390
ENSMUSG00000019951	A2RSJ4
ENSMUSG00000000552	Q8VD12
ENSMUSG00000022757	
ENSMUSG00000000552	
ENSMUSG00000020733	P70441
ENSMUSG00000019951	
ENSMUSG00000064302	
ENSMUSG00000054321	
ENSMUSG00000032329	Q9DC33
ENSMUSG00000024403	
ENSMUSG00000001168	
ENSMUSG00000024085	P27046
ENSMUSG00000032329	
ENSMUSG00000036966	
ENSMUSG00000024085	
ENSMUSG00000024403	Q9WTT4
ENSMUSG00000032582	
ENSMUSG00000031851	Q9CQA9
ENSMUSG00000031851	
ENSMUSG00000022884	P10630
ENSMUSG00000042419	O88995
ENSMUSG00000024088	
ENSMUSG00000047261	P06837
ENSMUSG00000081650	
ENSMUSG00000014850	
ENSMUSG00000034127	
ENSMUSG00000030546	Q8CGN5
ENSMUSG00000066735	Q6TEK5
ENSMUSG00000030546	
ENSMUSG00000025060	O54988
ENSMUSG00000036330	Q8R090
ENSMUSG00000066735	
ENSMUSG00000070495	A2APF3
ENSMUSG00000022884	
ENSMUSG00000025060	
ENSMUSG00000055932	Q8BGW1
ENSMUSG00000055932	
ENSMUSG00000100622	
ENSMUSG00000033031	
ENSMUSG00000036330	
ENSMUSG00000032583	
ENSMUSG00000066861	
ENSMUSG00000031698	Q3UIZ8
ENSMUSG00000021707	P00375
ENSMUSG00000022755	Q8BM96
ENSMUSG00000031698	
ENSMUSG00000034785	
ENSMUSG00000025558	
ENSMUSG00000034127	Q8R3G9
ENSMUSG00000043391	Q6GQU0
ENSMUSG00000033031	Q8BWY9
ENSMUSG00000043391	
ENSMUSG00000061527	Q922U2
ENSMUSG00000053742	
ENSMUSG00000036473	Q3UUG6
ENSMUSG00000032584	Q62190
ENSMUSG00000032584	
ENSMUSG00000066368	
ENSMUSG00000037761	
ENSMUSG00000033808	
ENSMUSG00000021998	
ENSMUSG00000034551	Q14B70
ENSMUSG00000024171	
ENSMUSG00000027857	
ENSMUSG00000036473	
ENSMUSG00000029348	Q80VP9
ENSMUSG00000068959	
ENSMUSG00000070686	
ENSMUSG00000029348	
ENSMUSG00000019432	Q9Z1N5
ENSMUSG00000022095	Q80YR2
ENSMUSG00000029434	Q9D2N9
ENSMUSG00000019432	
ENSMUSG00000090523	Q78HU7
ENSMUSG00000029434	
ENSMUSG00000032355	
ENSMUSG00000090523	
ENSMUSG00000032355	Q5FW52
ENSMUSG00000057132	Q9EPQ2
ENSMUSG00000024118	Q6GQV0
ENSMUSG00000041939	
ENSMUSG00000024118	
ENSMUSG00000034039	
ENSMUSG00000022754	
ENSMUSG00000060212	Q5DU28
ENSMUSG00000027858	Q922J6
ENSMUSG00000041423	
ENSMUSG00000027858	
ENSMUSG00000041423	Q6TCG5
ENSMUSG00000037003	Q8CGB6
ENSMUSG00000057132	
ENSMUSG00000037003	
ENSMUSG00000038372	Q8K0C9
ENSMUSG00000109588	
ENSMUSG00000031364	P21729
ENSMUSG00000024173	
ENSMUSG00000038372	
ENSMUSG00000038371	E9PXF8
ENSMUSG00000038371	
ENSMUSG00000041939	Q9R008
ENSMUSG00000033825	
ENSMUSG00000022853	Q9DBM2
ENSMUSG00000016758	O70337
ENSMUSG00000021779	
ENSMUSG00000016758	
ENSMUSG00000039656	
ENSMUSG00000039656	P28704
ENSMUSG00000036934	Q9CR55
ENSMUSG00000036934	
ENSMUSG00000028262	
ENSMUSG00000025534	P12265
ENSMUSG00000025534	
ENSMUSG00000091718	
ENSMUSG00000028906	
ENSMUSG00000033249	
ENSMUSG00000035726	
ENSMUSG00000021998	Q61233
ENSMUSG00000021779	P37242
ENSMUSG00000040537	Q9R1V6
ENSMUSG00000079557	
ENSMUSG00000040537	
ENSMUSG00000033166	Q9CSH3
ENSMUSG00000046748	
ENSMUSG00000079557	Q99M02
ENSMUSG00000033166	
ENSMUSG00000045036	
ENSMUSG00000039620	
ENSMUSG00000039620	Q80WQ4
ENSMUSG00000037204	Q9D8Z6
ENSMUSG00000037204	
ENSMUSG00000075408	
ENSMUSG00000031509	
ENSMUSG00000031853	Q8VDG6
ENSMUSG00000045036	Q5K6N0
ENSMUSG00000057649	Q3UQU0
ENSMUSG00000091698	
ENSMUSG00000032840	Q8BTG6
ENSMUSG00000022064	
ENSMUSG00000033249	Q9R0L1
ENSMUSG00000032925	Q8VDV0
ENSMUSG00000033998	O08581
ENSMUSG00000032925	
ENSMUSG00000033998	
ENSMUSG00000050079	Q8BVR6
ENSMUSG00000057649	
ENSMUSG00000091712	
ENSMUSG00000057060	
ENSMUSG00000024182	
ENSMUSG00000073411	P01899
ENSMUSG00000073411	
ENSMUSG00000057060	Q1LZI2
ENSMUSG00000039997	
ENSMUSG00000052776	P11928
ENSMUSG00000023039	
ENSMUSG00000059974	
ENSMUSG00000056025	
ENSMUSG00000026754	Q9CW79
ENSMUSG00000045482	
ENSMUSG00000026754	
ENSMUSG00000023039	Q9DCV7
ENSMUSG00000061207	Q9JHN8
ENSMUSG00000017009	O35988
ENSMUSG00000061207	
ENSMUSG00000059974	Q99PJ0
ENSMUSG00000093456	
ENSMUSG00000063457	P62843
ENSMUSG00000063457	
ENSMUSG00000091584	
ENSMUSG00000056025	Q9QX15
ENSMUSG00000022752	Q9CZW5
ENSMUSG00000040785	
ENSMUSG00000005615	
ENSMUSG00000072601	P97426
ENSMUSG00000059208	Q9D0E1
ENSMUSG00000051671	Q8BGD8
ENSMUSG00000037185	
ENSMUSG00000059208	
ENSMUSG00000037902	
ENSMUSG00000048701	D3YZP9
ENSMUSG00000005615	P49586
ENSMUSG00000048701	
ENSMUSG00000068085	P24457
ENSMUSG00000037185	Q0VBK2
ENSMUSG00000034683	Q8BKK4
ENSMUSG00000033618	Q1HKZ5
ENSMUSG00000022751	Q9JHW2
ENSMUSG00000022751	
ENSMUSG00000079460	
ENSMUSG00000026535	Q9R002
ENSMUSG00000090290	
ENSMUSG00000035699	Q8R000
ENSMUSG00000035699	
ENSMUSG00000034555	
ENSMUSG00000109156	
ENSMUSG00000079507	
ENSMUSG00000042655	Q9D1Y9
ENSMUSG00000045034	Q3UUF8
ENSMUSG00000032591	P26928
ENSMUSG00000045034	
ENSMUSG00000037754	Q8VHQ3
ENSMUSG00000032591	
ENSMUSG00000037754	
ENSMUSG00000027513	Q9Z2V4
ENSMUSG00000036225	Q5M956
ENSMUSG00000036225	
ENSMUSG00000091705	
ENSMUSG00000071262	
ENSMUSG00000031734	P81067
ENSMUSG00000031673	P55288
ENSMUSG00000054203	Q8CGE8
ENSMUSG00000022043	
ENSMUSG00000032594	Q6PD10
ENSMUSG00000031774	Q91WE2
ENSMUSG00000032594	
ENSMUSG00000020903	O88983
ENSMUSG00000032623	Q8VI95
ENSMUSG00000020903	
ENSMUSG00000031774	
ENSMUSG00000022821	O09173
ENSMUSG00000022821	
ENSMUSG00000045381	
ENSMUSG00000037544	
ENSMUSG00000098387	P0DJF2
ENSMUSG00000022018	Q9DBX1
ENSMUSG00000047048	
ENSMUSG00000020902	O09118
ENSMUSG00000021719	Q8BQP9
ENSMUSG00000020902	
ENSMUSG00000079323	
ENSMUSG00000031871	P55284
ENSMUSG00000031871	
ENSMUSG00000024379	Q9JIE6
ENSMUSG00000021699	Q01063
ENSMUSG00000021699	
ENSMUSG00000029095	
ENSMUSG00000032589	O88737
ENSMUSG00000032589	
ENSMUSG00000037902	P97797
ENSMUSG00000014837	Q810A5
ENSMUSG00000025330	Q9Z183
ENSMUSG00000025451	
ENSMUSG00000034205	P58022
ENSMUSG00000014776	Q9D1X0
ENSMUSG00000032936	Q3UHL1
ENSMUSG00000032936	
ENSMUSG00000057375	Q91VU1
ENSMUSG00000043251	Q8BI71
ENSMUSG00000043251	
ENSMUSG00000025451	Q8VE62
ENSMUSG00000057375	
ENSMUSG00000027425	Q8CID0
ENSMUSG00000049556	Q9D1T0
ENSMUSG00000071068	Q2LA85
ENSMUSG00000054256	Q61474
ENSMUSG00000049556	
ENSMUSG00000071068	
ENSMUSG00000022066	Q9DBT4
ENSMUSG00000054256	
ENSMUSG00000022537	
ENSMUSG00000028906	P48193
ENSMUSG00000022066	
ENSMUSG00000006498	
ENSMUSG00000024112	
ENSMUSG00000027425	
ENSMUSG00000032595	
ENSMUSG00000074489	P54615
ENSMUSG00000043740	
ENSMUSG00000027514	
ENSMUSG00000027514	Q9QY24
ENSMUSG00000033200	
ENSMUSG00000034334	
ENSMUSG00000019933	Q9CV60
ENSMUSG00000053559	Q99KC7
ENSMUSG00000019933	
ENSMUSG00000038400	
ENSMUSG00000053559	
ENSMUSG00000045980	
