		E-GEOD-11941	E-GEOD-12113	E-GEOD-29598	E-GEOD-32920	E-GEOD-48433	E-GEOD-48433	E-GEOD-48433	E-GEOD-48433	E-GEOD-57116	E-GEOD-57116	E-GEOD-60052	E-GEOD-63252	E-GEOD-63452	E-MTAB-3645	E-MTAB-6491	E-MTAB-6681	E-MTAB-6724	E-MTAB-6865	E-TABM-868
ENSG00000260114	ENSG00000260114											1.2								
ENSG00000260118	AL157700.1		0.5			0.99	0.99	0.99	-0.3	3.4	0.99	-0.6	1.0	0.99		0.4	0.1			0.99
ENSG00000260120	AC104066.4									3.3	1.9	0.4							0.99	
ENSG00000260121	AC138028.4									0.3	-0.6	-0.9		-0.1	0.99		0.99		-1.2	
ENSG00000260145	AC023825.2									-1.8	-2.8	-0.8						0.2	1.0	
ENSG00000260152	AC113208.3									1.8	2.5	0.5							0.99	
ENSG00000260156	AC020763.1									-2.2	-0.8	1.2		0.6				-0.2	0.99	
ENSG00000260160	AC011468.1		0.1			-0.9	-0.4	-0.4	-0.7	-0.2	-2.6	1.8	0.99	-0.8		-0.3	-0.3		-1.6	0.3
ENSG00000260167	AC093249.2									-2.5	1.3	1.3		0.99				-0.3	0.4	
ENSG00000260172	LINC01413									2.4	1.8	1.3								
ENSG00000260174	AC111152.3													0.6			0.99	0.2	1.4	
ENSG00000260177	AC126696.1									-1.2	0.2	3.0		0.99				0.99		
ENSG00000260183	AC108097.1									2.9	0.3									
ENSG00000260193	LINC02846					-0.2	0.2	0.2	0.4	-2.6	-2.0	2.2	-0.6	0.2		0.7	-0.3	-0.3	1.2	0.99
ENSG00000260194	AC007496.1									-2.3	-2.0	0.4		-0.6				0.99	0.99	
ENSG00000260196	AC124798.1									-0.1	-1.0			1.5			0.6	-0.2	-3.2	
ENSG00000260197	AC010889.1											0.8					0.99	0.99	-2.9	
ENSG00000260198	AC009102.1									-3.0	-3.0	1.3		0.99					0.99	
ENSG00000260206	AC105020.2									-2.4	1.8								0.99	
ENSG00000260209	AP000842.3					-0.1	-0.1	-0.2	-0.3	3.1	0.99	3.6	0.99	0.99					0.99	
ENSG00000260212	AL356432.3									3.4	0.99	1.1							0.99	
ENSG00000260213	AC092718.2									0.3	0.3	2.2		0.99					1.3	
ENSG00000260219	CD2BP2-DT		-0.8			0.99	0.3	0.4	0.8	-1.3	1.8	0.5	-1.0	0.1		0.99	-0.1	0.5	0.9	0.99
ENSG00000260229	PPIAP51									3.6	1.3	-0.1		0.3					0.3	
ENSG00000260230	FRRS1L			0.3		-0.1	-1.5	-1.6	-0.6	3.8	1.5	1.1	-0.7				0.1			0.4
ENSG00000260231	KDM7A-DT	0.1				-0.3	0.1	0.3	-0.4	-2.1	-1.4	1.5	-1.1	-0.6		-0.3	0.99	0.6	0.8	
ENSG00000260233	ZNRD2-AS1	-0.6				0.99	0.5	0.2	-0.3	-2.1	1.6	1.7	0.6	-0.1			-0.3	0.99	-1.0	0.99
ENSG00000260234	AC020636.2											2.8								
ENSG00000260236	AC099778.1		0.5			-0.1	-0.7	-0.5	-1.0	-3.5	1.5	1.4	0.4	-0.7		-0.5	-0.5	-0.1	1.1	0.99
ENSG00000260240	APOOP5									0.99	1.1	-0.3					0.5		1.5	
ENSG00000260244	AC104083.1		0.3			0.99	-2.2	-2.2	0.99			-1.1		1.5		-2.1	0.99		0.99	
ENSG00000260247	SUB1P4									1.3	-0.5			0.99						
ENSG00000260253	AC084262.1					0.99	0.99	0.99	-0.4	1.7	5.7		-0.6	0.99			0.99		2.7	
ENSG00000260256	AP001063.1	-0.4				0.99	0.99	0.99	-0.1				-1.0			0.2				-0.7
ENSG00000260257	AL035071.1	1.1	0.2			0.99	0.3	0.99	0.99	1.1	-0.4	-0.2	2.0	0.3			-0.1	0.4	-1.1	-1.1
ENSG00000260259	LINC02166									0.8	2.4	1.2		0.3			0.2		-2.6	
ENSG00000260260	SNHG19									-2.4	0.7	0.3		1.4			-0.7	-0.5	0.3	
ENSG00000260261	AC124944.2	0.9				0.1	-0.4	-0.2	-1.2	-1.7	0.7	1.6	-1.2	-0.3			-0.6	-0.6	0.4	-0.2
ENSG00000260267	AC026471.1									-2.5	0.8	0.2		-0.2			-0.1		-0.5	
ENSG00000260269	AC105036.3									-1.7	-2.7	2.0		0.99					-0.5	
ENSG00000260273	AL359711.2	-0.2	-0.5			0.3	-0.5	-0.4	-0.2	-4.0	1.3		-0.6	0.4		0.3	0.99	-0.1	-2.3	0.99
ENSG00000260274	AC068338.2	-0.7				-0.4	-0.6	0.99	-0.1	-1.3	2.9		-0.6	0.8		-0.6	-0.5	0.99	-1.8	0.99
ENSG00000260276	AC022167.2									1.1	0.99	-0.1		-0.7			-0.5	-0.5	-1.1	
ENSG00000260277	AC009019.1									0.8	-0.8	-0.6		-0.4					-1.8	
ENSG00000260278	AC098818.2	0.1				0.99	0.99	0.99	-0.1	-2.1	3.5	0.4	0.99	0.99		-0.3		-0.3	1.4	0.4
ENSG00000260279	AC137932.1	-0.2	-0.7			0.1	-0.3	-0.2	0.99	1.1	-0.3	-0.6	-1.0	-1.1			-0.4	-0.3	-2.5	0.3
ENSG00000260281	ITFG1-AS1									0.2	0.3			-0.5					-1.9	
ENSG00000260286	ARMH2																		-3.0	
ENSG00000260288	AC019294.2									-2.3	2.3	0.9		-0.1				-0.5	0.2	
ENSG00000260290	AC092115.2									3.1	2.0			0.99			0.4	0.5	0.9	
ENSG00000260293	AC106820.4					-0.1	-0.1	0.99	-0.1	-2.3	-2.1	2.0	-0.9	1.7		0.99	-0.9	0.99	-0.2	
ENSG00000260296	AC095057.3		0.1			-0.3	0.2	0.3	-0.6	-1.5	-1.5	0.7	1.5	0.5		0.99	0.5		-4.9	0.5
ENSG00000260300	ENSG00000260300									-2.2	-1.6	-0.8		0.99				-0.2	-1.1	
ENSG00000260303	AC108206.2					0.99	0.99	0.3	0.3	5.1	3.4	1.5	-1.4					0.2		
ENSG00000260304	AC009088.2					0.1	0.4	0.2	0.4	0.99	1.0		-1.1			-0.4				0.1
ENSG00000260305	NTRK3-AS1					0.99	0.99	0.1	0.3			-0.9	-1.0					0.99		
ENSG00000260306	AC092375.2									1.0	0.99	-0.7						0.99	-4.3	
ENSG00000260310	AC027277.2									-2.9	-2.8	-2.6		0.7						
ENSG00000260314	MRC1	-0.4		0.6		-0.1	0.1	0.1	4.4	5.4	3.2	-2.8	0.99	-0.6		-0.8		-0.4	-1.2	0.2
ENSG00000260316	AL008727.1									-1.3	-3.0	0.8		-1.6			0.99	0.99	-1.7	
ENSG00000260317	AC009812.4	1.0	-0.4			0.3	-0.6	-0.7	-0.1			1.3	3.4	-1.6		-0.2	-0.1		-4.0	1.9
ENSG00000260318	COX6CP1			-0.1		0.99	-0.2	-0.1	0.99	0.2	1.6	-0.5	0.99	-0.1		0.99	-0.5		0.5	-0.3
ENSG00000260328	AC104024.2									1.3	3.4	0.3		0.2						
ENSG00000260329	AC007541.1	-0.2				0.4	-0.2	-0.2	-1.0	-3.2	0.8	4.2	-0.6	0.99		0.99	0.2		0.99	0.1
ENSG00000260331	AC079148.1	0.5				0.99	0.99	0.99	-0.3			0.5	0.99	0.99			0.99		-4.0	
ENSG00000260339	HEXA-AS1		-0.5	0.4		0.99	0.99	0.99	0.99	-1.3	1.5		-0.3	-0.8					-2.2	-0.1
ENSG00000260351	AC024270.2											3.3							0.99	
ENSG00000260352	AC092287.1									-3.0	-0.7							0.99	-0.4	
ENSG00000260360	AL353708.1	0.4				0.99	0.1	0.2	-0.2	-3.2	2.1	1.5	-0.4	0.6		-1.0	0.99	0.1	0.4	-0.3
ENSG00000260367	AC109460.1									-2.2	1.2	1.2		-0.1			-0.4	-0.2	-1.3	
ENSG00000260368	AC027373.1									1.5	-0.6	-1.0		0.2				-0.3	-1.8	
ENSG00000260369	AC120024.1	-0.4				0.99	-0.1	0.99	-0.4	-1.0	3.2	1.0	-1.0	0.1		0.99		-0.4	0.99	0.3
ENSG00000260377	AC083801.2	-0.1				0.99	0.99	0.99	0.2			2.7	-0.7							
ENSG00000260378	AC109597.1									-2.3	-2.7									
ENSG00000260382	AC087481.1									1.2	0.99	2.0		0.99					0.1	
ENSG00000260388	LINC00562									-1.1	-2.8	-0.2		1.0			0.1		-2.2	
ENSG00000260392	AC090518.1	-0.3				0.99	0.1	0.99	0.99	0.5	-2.1	2.6	-0.6	0.99						
ENSG00000260394	Z92544.1	-0.6				0.99	-0.1	-0.2	0.2	-2.3	-1.2	3.4	-0.9	0.99		0.5		0.99	0.99	
ENSG00000260395	AC092119.1									2.9	1.8								0.99	
ENSG00000260398	AC068700.1									-1.3	-1.9	1.5		0.5			-0.1		-4.2	
ENSG00000260400	AL513534.3			0.3		0.3	-0.8	-0.6	0.2			1.1	0.99	0.99		-0.2	0.5		-4.3	0.99
ENSG00000260401	AP002761.4									-0.3	-1.0	-1.5		2.6				-0.4		
ENSG00000260410	AC040169.2									-2.7	3.1	1.4		0.99						
ENSG00000260412	AL353746.1					0.99	0.99	0.99	-0.3	2.5	0.5	0.8	0.99	-1.4						0.3
ENSG00000260417	AC092127.1					0.1	0.99	0.99	0.99	-1.4	-2.9		-0.8	0.8					0.99	0.2
ENSG00000260418	AL023284.4	-0.2				0.2	-0.1	0.99	0.6	1.1	0.2	1.0	1.3	1.1		1.2			0.99	0.99
ENSG00000260425	AL031709.1									-0.4	1.2	1.3		0.99					-1.3	
ENSG00000260439	LMF1-AS1									-1.8	-2.9	-0.2		-0.2					-1.4	
ENSG00000260441	AC020978.2									-1.0	-0.6	-1.2		0.99				-1.0	0.99	
ENSG00000260442	ATP2A1-AS1	-0.4	-0.4			0.2	0.6	0.5	1.8	0.5	0.9	1.5	-4.1	0.8		-0.3	-0.5		1.8	-0.5
ENSG00000260443	AC127455.1									-2.7	0.4									
ENSG00000260448	LCMT1-AS1									-2.6	0.5	0.1		-0.1			-0.3	-0.3	-0.7	
ENSG00000260450	LINC02134									3.0	0.99	2.2								
ENSG00000260452	TPRKBP2									-0.4	-2.5	0.9		-0.6					-2.9	
ENSG00000260454	AL355607.2									1.5	1.4	0.6							3.3	
ENSG00000260455	NBAT1											1.6					0.2		-1.0	
ENSG00000260456	C16orf95					0.2	-0.3	0.99	0.1	-1.1	0.99	0.6	-0.8	0.99			-0.4		1.6	-0.3
ENSG00000260460	AL365181.1					0.99	0.99	0.99	-0.4	-1.7	0.99	2.4	-0.7			0.99				
ENSG00000260461	AL133355.1									-2.5	-2.7	-1.8		1.0			0.5		-2.8	
ENSG00000260464	AL049796.1					0.99	0.99	-0.1	-0.2	-0.7	1.0	0.5	0.99	0.99			0.99	0.99	-3.3	
ENSG00000260466	AC126696.2									1.8	0.3	-1.1		-1.0				0.99	0.99	
ENSG00000260467	AC018552.2									-1.7	-3.6	-0.9								
ENSG00000260468	LINC01290									-0.3	-1.8	-2.3		1.3						
ENSG00000260475	AL353719.1	-0.4				0.99	0.99	-0.3	-0.3	-3.0	1.9	2.2	-0.5	-0.7			-0.3		-1.0	0.99
ENSG00000260488	AC007216.1									-4.5	0.3	2.2								
ENSG00000260490	MYL12BP1									0.4	0.1	2.2		1.1			0.1	-0.2	0.8	
ENSG00000260492	CISTR											2.7								
ENSG00000260493	AC011773.4									-2.6	0.2	3.2		-0.1			0.99		-0.8	
ENSG00000260494	AC002310.3									-1.3	-0.5	3.1		0.99					0.99	
ENSG00000260495	AC009148.1					-0.1	-0.3	-0.4	-0.5	-2.0	0.99	2.0	-0.6	-0.8		0.1			0.6	0.3
ENSG00000260496	AC009041.1									-0.7	0.99				0.99		0.99		-6.2	
ENSG00000260498	AC126696.3									-0.4	0.1			0.99				0.99	3.4	
ENSG00000260500	AC010336.2	-0.3				-0.1	0.99	0.99	-0.2	-1.1	-1.0		-1.0			0.1			0.99	0.99
ENSG00000260509	AL590787.1	-0.1	0.7			0.99	0.3	0.99	-0.3	0.99	3.4	0.4	-0.3	0.99		0.99			0.99	-0.2
ENSG00000260526	AC109347.1					-1.3	0.99	0.1	-1.5	-0.9	0.6	0.7	0.99	-0.6		-0.3	0.3	0.99	-0.1	-0.1
ENSG00000260528	FAM157C									0.99	0.4	0.1		0.1			0.99	0.2	-1.2	
ENSG00000260532	AL031598.1			0.8		0.99	-0.1	-0.2	0.99	2.5	1.3		-0.8							
ENSG00000260536	AL035071.2									0.5	-0.8	0.5		0.1				0.99	-1.7	
ENSG00000260545	AC026771.1									-1.5	0.7	1.1		0.9					-2.7	
ENSG00000260549	MT1L													0.99	-0.4		0.99		6.3	
ENSG00000260552	AC023043.1	-0.7	-0.5			-0.2	-0.3	-0.2	1.4	0.99	0.9		-0.9	0.6		0.99				
ENSG00000260558	AC018557.2									-2.0	0.9	1.2		-1.2				0.99	1.5	
ENSG00000260563	AC132872.1									-2.2	0.6	0.5		-0.1			-0.8	0.3	0.2	
ENSG00000260565	ERVK13-1	0.1				-2.8	-0.2	-0.3	-2.3	-2.4	-2.0	0.2	2.4	0.3	0.99	-0.9	-0.6	-0.7	-0.8	-0.5
ENSG00000260572	AC069224.2					-0.1	0.99	0.99	-0.7	-4.0	1.1	0.8	-0.4	-0.5		-0.5	0.1	-0.4	-1.8	-0.3
ENSG00000260578	AC110597.1					0.99	0.99	0.99	-0.4	-0.6	-1.7	0.8	0.99	-0.1			0.99		0.99	
ENSG00000260581	AC011374.1					0.1	-0.1	0.99	0.99			-0.7	0.99	3.1		0.99			0.99	0.1
ENSG00000260582	TPST2P1									0.5	-2.8	3.1		0.7				0.99	0.99	
ENSG00000260583	AP000223.1					0.2	0.99	0.99	0.3	-1.4	-2.2	0.6	-0.3	0.3				1.3	-0.4	2.0
ENSG00000260588	AC027702.2		-0.5	0.5		0.99	0.1	0.1	0.99	-3.2	-0.5	1.6	-0.6	0.99				0.99	-1.7	-0.1
ENSG00000260589	STAM-AS1					0.99	0.2	0.99	-0.4	-2.8	1.7	0.8	0.99	-1.1		0.99	-0.2	0.99	2.4	0.99
ENSG00000260594	AC099313.1									1.0	-2.4	-0.6								
ENSG00000260597	AC012531.1		0.8			0.99	-0.2	0.99	-0.8	-3.7	-1.6	1.4	-0.6	-0.6		0.99	-0.8			0.99
ENSG00000260604	AL590004.3									-0.1	0.7	0.1		0.8			-1.4		0.99	
ENSG00000260608	AC024270.4									-0.6	1.5	0.4		1.1				-0.8	-2.8	
ENSG00000260614	ENSG00000260614											2.4								
ENSG00000260615	RPL23AP97													-0.6			-0.2		2.5	
ENSG00000260616	AC007728.1									-2.2	-2.6	-1.1		-0.7					-3.3	
ENSG00000260618	AC025917.1									-1.3	-2.1	-1.2		-1.5					-4.5	
ENSG00000260625	AC026471.2									-2.0	2.5	0.6		-0.3			0.99		-1.1	
ENSG00000260630	SNAI3-AS1	0.1				0.99	-0.4	-0.4	0.1	-1.4	-1.3	0.1	-1.2	0.1	0.99	0.3	-0.1	-0.8	0.1	-0.1
ENSG00000260633	AC010207.1	-0.3				0.99	-0.2	0.99	0.99	2.8	1.9	-0.2	-0.6	-0.3		0.99	0.3			0.3
ENSG00000260635	AC092338.1									-2.1	0.6	0.6		0.99					-3.5	
ENSG00000260639	AC025678.1											3.5								
ENSG00000260641	AC114811.2									0.3	-0.7	0.4					-0.1		1.6	
ENSG00000260643	AC092718.3									-0.4	-0.6	2.8		-1.2			0.2		2.0	
ENSG00000260645	AL359715.2									0.7	-0.6	0.1		-0.4			0.99		-2.7	
ENSG00000260647	AC127537.1					-0.5	-0.2	-0.4	0.99	-1.5	-2.5	0.6	-0.6	-0.2		0.3		0.99	-1.5	
ENSG00000260648	AC020658.3									0.99	-2.0	2.5		1.2					0.99	
ENSG00000260651	AF213884.3	-0.2				0.99	0.99	0.99	0.99	0.2	3.3		-0.7	0.99			0.4			0.99
ENSG00000260661	AC116903.2					0.99	0.99	0.99	-0.2	-1.9	-4.5		-0.6	-0.1					-2.0	0.99
ENSG00000260668	AC093536.1													0.8			0.99	0.99	1.4	
ENSG00000260669	AL096870.2									-1.0	2.1	0.7		-0.3			0.99	0.99	-1.5	
ENSG00000260671	AC010536.2									1.5	0.7	0.8		-0.5					-1.6	
ENSG00000260683	AL591643.1					0.99	-0.3	-0.3	-0.4			3.3	0.99			-0.3				0.99
ENSG00000260685	AC027104.1									-1.8	-3.1	-1.8		0.8					0.99	
ENSG00000260686	AC008669.1									-1.4	-1.9	-0.4		-0.7			0.4		-5.3	
ENSG00000260689	HNRNPA3P11									-1.6	-2.8	0.4		0.5					0.99	
ENSG00000260698	AL591848.3	-0.5				0.99	0.99	0.99	0.99	0.2	-0.7	-0.1	0.99	0.8		0.4		-0.7	-4.5	0.99
ENSG00000260708	AL118516.1	1.8	-0.5			0.99	0.3	0.99	-0.3	-2.5	1.9	2.1	0.6	1.3		-1.2	0.99	0.3	-1.0	-1.0
ENSG00000260711	AL121839.2	-0.2	2.0			-0.5	0.99	0.1	0.3	-1.4	-0.6	-0.9	0.5	0.3		-0.3			-4.7	0.5
ENSG00000260719	AC009133.3											0.9							-4.1	
ENSG00000260723	AC007598.1									-0.2	-2.4	-1.0							0.99	
ENSG00000260729	AC009690.1											0.8						0.99	-3.2	
ENSG00000260733	AC046158.1											1.4		0.1					0.99	
ENSG00000260735	AC139256.2	-0.6	-0.2	-0.7		-0.7	0.4	0.4	-0.7	-4.0	1.3	0.1	0.99	-0.8		-0.8		0.8	-0.1	-0.5
ENSG00000260737	LINC01227					0.99	0.99	0.99	-0.2	2.8	0.5	1.8	0.99						0.99	
ENSG00000260740	AC026471.3					0.99	-0.2	-0.2	0.99				-1.4						0.99	
ENSG00000260742	AC009962.1					0.1	-0.2	-0.1	0.99	-1.1	1.6	0.1	0.99	0.1		0.99	0.3	0.3	0.2	0.99
ENSG00000260743	AC007823.1									-1.8	-1.4	1.8		-0.5			0.3		0.7	
ENSG00000260744	AC007494.2									-2.1	-3.5	0.6		-0.7					0.99	
ENSG00000260747	AC022968.1									-0.1	0.4			0.3			0.1	0.7	1.5	
ENSG00000260750	AC092720.1									-2.3	-1.2	0.8		0.99			0.99		-1.4	
ENSG00000260751	AC008870.3					0.99	0.2	0.99	-0.7	-0.2	0.7	-0.1	2.5	0.2			-0.7		-1.9	0.3
ENSG00000260757	AC093520.1									-5.1	0.4	1.8							0.99	
ENSG00000260759	AP001120.1					0.99	-0.4	-0.4	-0.1			1.2	-1.0			0.99				0.99
ENSG00000260765	CES1P2									4.9	6.2			0.4						
ENSG00000260773	AC055855.2									-1.1	-2.4	1.9		1.0					-1.8	
ENSG00000260774	AC021087.3					0.99	0.99	0.1	0.99	-3.3	0.9	1.3	0.99	0.1			0.3		-1.4	0.3
ENSG00000260778	AC009065.5									-2.5	-1.1	0.3		1.5			-0.7		-1.7	
ENSG00000260779	AP001180.1					0.2	0.2	0.99	-0.2	3.1	0.4	0.1	-0.2			0.99				0.2
ENSG00000260782	AC007225.1									-2.3	-0.9	2.6		0.5					-1.5	
ENSG00000260793	AC003102.1		-0.1			-0.5	-0.5	-0.5	-1.1	-1.6	-1.8	0.5	-0.6	0.7		-0.8	-0.8	-0.2	-3.5	-0.4
ENSG00000260796	AC145285.3									-3.2	1.6	-0.2		-0.8					1.3	
ENSG00000260803	Z84723.1									-2.9	-2.7	0.8		0.99					-0.6	
ENSG00000260804	LINC01963	0.7		0.3	0.99	0.4	0.99	0.99	1.5	1.1	0.3	0.7	0.4	0.5	0.2	0.3	0.99	0.99	-3.3	-1.0
ENSG00000260805	AC092803.1		-0.5			0.99	-0.4	-0.5	-0.4	0.4	2.7	0.6	0.99	-0.4		-0.4	0.1	1.5	-0.9	0.1
ENSG00000260806	AL163051.1					0.99	0.2	0.99	-0.6	-2.6	2.6	2.0	-0.5	0.9		-0.2	-0.3	0.99	2.1	0.99
ENSG00000260807	CEROX1	-0.4				-0.2	0.1	0.1	-0.2			0.7	-0.7			0.99	-0.7		-6.0	0.4
ENSG00000260808	AP003096.1									-0.9	-2.9			0.9				0.99	-2.9	
ENSG00000260822	ENSG00000260822									1.3	0.99	0.4		0.7			0.5	0.4	-1.7	
ENSG00000260823	AC026461.3									-1.4	3.4	-1.3		0.99					0.99	
ENSG00000260828	HMGB3P32											-0.2							-1.3	
ENSG00000260830	AL135744.1					0.3	0.99	0.99	0.99	0.4	2.9		-0.7				0.99	-0.5	1.0	
ENSG00000260838	AC022893.2					-0.1	-0.6	-0.6	-0.8			1.7	0.99			-0.3				0.3
ENSG00000260840	LINC01964									2.7	0.8	0.7							0.99	
ENSG00000260844	AC055876.4																		-3.0	
ENSG00000260852	FBXL19-AS1	-0.5				0.99	-0.4	-0.3	0.99	-2.6	-0.4	0.9	-1.1	-0.5	-0.7		-0.6	0.5	-0.5	
ENSG00000260853	AC109460.2									-3.7	-0.9	1.8		-0.9			-1.0	-0.1	0.99	
ENSG00000260855	AL591848.4	0.8				0.99	-0.4	-0.4	-0.2	-1.4	-2.6	1.2	-0.5	-0.6			0.2	0.99	-1.0	0.99
ENSG00000260859	AC025280.1									2.1	2.5	-1.0							0.99	
ENSG00000260867	AC009107.1									1.1	2.2	2.7							0.99	
ENSG00000260868	LINC01960									1.7	3.4								0.99	
ENSG00000260870	NDUFB10P1									2.4	1.6	2.7								
ENSG00000260874	AC106820.5									-0.1	-0.5	2.1		0.99					0.4	
ENSG00000260878	AC104072.1					0.99	-3.1	-2.0	-0.7				0.99							0.99
ENSG00000260880	HCCAT5	-0.3				0.99	-0.1	0.99	-0.3	-3.3	-0.7	1.0	-0.9						0.99	-0.1
ENSG00000260882	AC026458.1									-2.7	-0.1	1.3							0.99	
ENSG00000260884	AC009120.3									-0.9	-1.9	-0.2		-0.4					-1.9	
ENSG00000260887	CASC22											2.6								
ENSG00000260891	AC020978.3									-0.5	-1.0			0.6					-1.6	
ENSG00000260896	ARLNC1									-0.5	-0.3	2.7		0.99			0.6		0.9	
ENSG00000260898	ADPGK-AS1									-2.1	1.5	-0.3		-0.2				-0.1	-0.1	
ENSG00000260903	XKR7					0.1	0.2	0.1	0.4			2.2	-0.8		0.99	0.99	0.99		0.99	0.1
ENSG00000260909	AC012186.1									-1.1	-2.7								0.99	
ENSG00000260910	LINC00565	-0.5				-1.3	-0.2	-0.2	-0.5	1.0	0.3	2.0	0.99			0.99			-4.6	0.3
ENSG00000260911	AC135050.3									-0.8	-1.0	0.9		-0.4					-3.9	
ENSG00000260912	AL158206.1	0.6	0.8			-0.4	0.1	0.99	0.99	2.1	0.8	0.8	0.99	1.1		0.5	0.5	-0.4	0.4	0.99
ENSG00000260916	CCPG1	-0.1	0.6	-0.2		-2.9	-0.1	-0.2	-0.9	-0.4	-1.1	0.1	2.4	-0.3		0.4	0.6	-0.2	-1.9	1.3
ENSG00000260917	AL158212.3	0.7		0.3	0.99	-0.3	0.99	-0.4	0.99	1.2	-0.1	0.4	0.8	-1.0			0.99	0.3	-1.1	
ENSG00000260919	AC100835.1									-0.1	-1.1	3.7						0.99	0.99	
ENSG00000260920	AL031985.3	0.1	0.4			-0.3	1.2	1.6	0.1	-0.8	-1.8	0.4	-0.5	-1.5		-0.4	-0.2	-0.2	-1.3	-0.5
ENSG00000260922	AC009139.1									0.99	0.9	3.1							0.99	
ENSG00000260923	LINC02193											1.1		0.99					-3.5	
ENSG00000260924	LINC01311									-2.6	2.6	0.1		1.2			0.99		-1.2	
ENSG00000260927	AC009107.2									1.5	-0.3	0.4		-0.2				0.99	-1.3	
ENSG00000260937	AC025272.1	-0.7				-0.4	0.99	0.99	0.99	4.0	0.99		-0.7							0.2
ENSG00000260941	LINC00622	1.0	0.1			0.99	0.1	0.99	-0.5			-0.9	2.4	-1.3		1.5	0.99			3.0
ENSG00000260942	CAPN10-DT		-0.2			-0.5	0.3	0.3	-0.9	-2.2	1.8	0.4	0.3	0.1			-0.2	-1.0	0.4	-0.4
ENSG00000260944	FOXC2-AS1									1.2	2.9			0.99						
ENSG00000260948	AL390195.3	0.4				0.99	-0.3	-0.3	-0.3	0.1	-0.6	0.5	0.4	0.2			0.3	-0.3	-2.5	0.99
ENSG00000260949	AP006545.1					-0.6	0.2	0.3	-0.1	-4.5	-4.1	0.6	-0.4	-1.4				0.99		0.99
ENSG00000260953	AC009093.4									0.99	1.6	-0.7		0.99					-1.9	
ENSG00000260954	AL133297.1									-2.2	-2.6	0.3		0.99					0.99	
ENSG00000260955	AC100821.2					-0.4	0.3	0.3	-0.2	-2.6	-4.0	0.8	0.2	-0.5					-2.0	-0.3
ENSG00000260962	LINC00557	-0.4				0.1	0.1	0.1	-0.3	2.8	0.99		0.99				0.4			
ENSG00000260963	AC026462.3	-0.3				-0.1	0.99	0.2	0.99			0.7	-1.1							0.99
ENSG00000260966	AP001486.2									-0.9	-2.3	0.2		0.99			0.99	-0.2	-6.4	
ENSG00000260971	AC119674.1									3.0	1.8	0.9		0.99			0.99			
ENSG00000260978	AC126407.1									-1.8	0.8	1.7					-0.6		-2.4	
ENSG00000260979	AC022167.3	0.2				0.99	0.5	0.4	0.3	0.3	1.6		-0.8	0.99		-0.2		0.99	-1.1	0.2
ENSG00000260988	AC090260.2	-0.3				0.99	0.99	0.99	0.3	-1.7	1.5	0.6	-0.6	0.99					-0.7	0.99
ENSG00000260989	AL133297.2					0.99	-0.5	-0.5	0.99	-2.6	-0.5	-1.3	-0.8	0.1					0.99	0.99
ENSG00000260992	DOCK9-DT	-0.4				0.99	-0.1	-0.2	-0.1	-2.9	0.1	1.3	-0.8	1.3					-1.7	0.3
ENSG00000260996	BX255925.1					0.99	0.99	0.99	-0.1	-2.6	-1.0	0.6	-0.5	0.99				-0.1		0.1
ENSG00000260997	AC004847.1					0.99	0.1	0.99	0.99	1.7	2.0	-0.5	-0.6			-1.0			1.9	0.8
ENSG00000261000	AC244034.2	-0.2				0.99	0.3	0.99	-0.1	-1.4	-2.2	-0.1	-0.7	0.99		0.99		0.2	-2.0	0.99
ENSG00000261002	AC036103.1									-2.7	0.5	0.1		-0.2					-2.3	
ENSG00000261003	AL008628.1	-0.2				0.99	-0.1	0.99	-0.3	0.5	1.1	-0.3	-0.5					-0.2	-4.3	
ENSG00000261007	AC074051.4											3.3								
ENSG00000261008	LINC01572									0.9	-0.1	2.3		-0.5			-0.8	0.1	1.3	
ENSG00000261019	AC010132.4		0.4			0.99	0.99	0.99	-0.3	2.4	1.0	0.3	0.99	0.3			-0.3		-2.4	0.3
ENSG00000261025	AL445471.2					0.99	-0.4	-0.5	0.99	1.1	2.1	0.7	-1.1						2.2	0.99
ENSG00000261035	AL139348.1					0.99	0.99	0.99	0.99			2.9	-0.4			-0.4				
ENSG00000261040	WFDC21P		-0.1			-0.6	-0.5	-0.2	0.99	-1.8	0.4	0.5	1.1	1.4		1.1				0.99
ENSG00000261043	AC019294.3	-0.5				-0.4	0.2	0.2	0.99	0.99	3.1	1.4	0.99			0.99			0.99	0.99
ENSG00000261051	AC107021.2	-2.2				0.1	-1.1	-2.5	0.99	-0.6	-2.1	0.7	-0.3	1.9		0.99	0.5			0.4
ENSG00000261052	SULT1A3											1.9							0.99	
ENSG00000261054	AC036108.2									0.99	-2.2								-2.8	
ENSG00000261056	AC079416.2					0.3	0.3	0.5	0.1	-3.1	-4.4	0.9	-0.3	-0.4		0.3		-0.3	0.99	0.2
ENSG00000261061	AC092718.4	0.3	-0.8			1.8	1.6	1.8	3.2	0.7	-0.5	0.8	-0.4	1.2		-1.4	-0.3	-0.1	5.6	-1.4
ENSG00000261064	LINC02256									1.7	0.5	0.7		0.99				-0.1	-2.2	
ENSG00000261067	AC109460.3									-2.3	1.0	1.2		0.5			-1.1	-0.7	-1.1	
ENSG00000261068	AL512274.1									-2.1	-0.9			0.1					-1.7	
ENSG00000261072	AC084783.1									-2.7	-3.7	-0.9		-0.2				0.99	0.99	
ENSG00000261083	LINC02516											0.1		-1.4						
